config,chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Domain,Entity,Authority,Section
domain_entity,000-codex_spell-lock.md#chunk_003,000-codex_spell-lock.md,### 2. Mechanism of action (Layer 3 technical),334,365,18.0,13.0,,
domain_entity,000-codex_spell-lock.md#chunk_004,000-codex_spell-lock.md,### 3. Material components,239,270,18.0,13.0,,
domain_entity,000-codex_spell-lock.md#chunk_005,000-codex_spell-lock.md,### 4. Bypass and defeat methods,218,249,18.0,13.0,,
domain_entity,000-codex_spell-lock.md#chunk_006,000-codex_spell-lock.md,### 5. Use by Scavenger Barons,244,275,18.0,13.0,,
domain_entity,000-codex_spell-lock.md#chunk_007,000-codex_spell-lock.md,### 6. Doctrine and operational posture,466,497,18.0,13.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_001,000-cultural_gutter-tangle.md,# The Gutter-Tangle: Material Culture and Black Market Economy of Utgard,19,58,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_002,000-cultural_gutter-tangle.md,## 1. Introduction: The City in the Corpse,360,399,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_003,000-cultural_gutter-tangle.md,### The Concealed Carry Imperative,426,465,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_004,000-cultural_gutter-tangle.md,### Utgard-Specific Specialized Tools,288,327,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_005,000-cultural_gutter-tangle.md,### Legitimate Salvage Trade: The Gut Market,158,197,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_006,000-cultural_gutter-tangle.md,### Grey Market Services: Deniable but Tolerated,183,222,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_007,000-cultural_gutter-tangle.md,### Black Market Contraband: The Real Economy,360,399,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_008,000-cultural_gutter-tangle.md,### Gutter-Skalds: The Living Archives,214,253,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_009,000-cultural_gutter-tangle.md,### Grey Blades: The Unelected Arbitrators,260,299,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_010,000-cultural_gutter-tangle.md,### Gutter-Galdr Practitioners: The Scrap-Rune Dabblers,239,278,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_011,000-cultural_gutter-tangle.md,### Ghost's Share Ritual: Utgard Variation,226,265,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_012,000-cultural_gutter-tangle.md,### The Gut: Upper Market Districts,339,378,20.0,18.0,,
domain_entity,000-cultural_gutter-tangle.md#chunk_013,000-cultural_gutter-tangle.md,### The Deep Chassis: Forbidden Salvage Zones,159,198,20.0,18.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_001,000-cultural_rangers-trail-reckoning.md,# Rangers Trail Reckoning: Operational Geography and Logistical Coordination,37,72,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_002,000-cultural_rangers-trail-reckoning.md,## 1) Introduction and scope,221,256,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_003,000-cultural_rangers-trail-reckoning.md,### Why geographic encoding matters,330,365,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_004,000-cultural_rangers-trail-reckoning.md,### Operational vs legal coordination distinction,169,204,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_005,000-cultural_rangers-trail-reckoning.md,### The four-component format,258,293,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_006,000-cultural_rangers-trail-reckoning.md,### Notation examples with geographic interpretation,204,239,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_007,000-cultural_rangers-trail-reckoning.md,### Precision thresholds and operational tolerances,361,396,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_008,000-cultural_rangers-trail-reckoning.md,### Route-waystation pairing conventions,215,250,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_009,000-cultural_rangers-trail-reckoning.md,### Abbreviated and emergency notation,146,182,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_010,000-cultural_rangers-trail-reckoning.md,### Comparison with Dvergr notation,198,234,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_011,000-cultural_rangers-trail-reckoning.md,### Route designation system — geographic encoding logic,486,521,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_012,000-cultural_rangers-trail-reckoning.md,### Waystation network — infrastructure and positioning,566,601,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_013,000-cultural_rangers-trail-reckoning.md,### Waystation naming conventions,301,336,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_014,000-cultural_rangers-trail-reckoning.md,### Caravan tracking and position reporting,508,543,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_015,000-cultural_rangers-trail-reckoning.md,### Resupply coordination and cache management,392,427,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_016,000-cultural_rangers-trail-reckoning.md,### The 601-year continuous dataset,328,364,19.0,15.0,,
domain_entity,000-cultural_rangers-trail-reckoning.md#chunk_017,000-cultural_rangers-trail-reckoning.md,### Travel time evolution and climate proxies,377,412,19.0,15.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_001,000-cultural_skaldic-year-naming.md,# Skaldic Year-Naming: Oral Tradition and Collective Memory,37,72,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_002,000-cultural_skaldic-year-naming.md,## 1) Introduction and scope,165,200,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_003,000-cultural_skaldic-year-naming.md,### Why commemorative naming matters,325,360,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_004,000-cultural_skaldic-year-naming.md,### Annual Moot convening — timing and logistics,305,340,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_005,000-cultural_skaldic-year-naming.md,### Proposal submission process,128,163,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_006,000-cultural_skaldic-year-naming.md,### Deliberation criteria and debate structure,178,213,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_007,000-cultural_skaldic-year-naming.md,### Voting protocols and ratification,265,300,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_008,000-cultural_skaldic-year-naming.md,### Representative year-names across five Ages,754,789,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_009,000-cultural_skaldic-year-naming.md,### Council composition and authority structure,145,180,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_010,000-cultural_skaldic-year-naming.md,### Year-name registry and concordance maintenance,179,214,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_011,000-cultural_skaldic-year-naming.md,### Population familiarity rates across demographics,257,292,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_012,000-cultural_skaldic-year-naming.md,### Oral versus written context usage patterns,152,187,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_013,000-cultural_skaldic-year-naming.md,### Dual-notation contract conventions,205,240,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_014,000-cultural_skaldic-year-naming.md,### Historical context and cultural evolution,171,206,20.0,14.0,,
domain_entity,000-cultural_skaldic-year-naming.md#chunk_015,000-cultural_skaldic-year-naming.md,### Document history,156,191,20.0,14.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_001,000-gazetteer_depth-sickness.md,# 🌀 Depth-Sickness: Psychological and Physiological Effects of Prolonged Subterranean Exposure,23,59,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_002,000-gazetteer_depth-sickness.md,## §1: Phenomenon Overview & Classification,258,295,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_003,000-gazetteer_depth-sickness.md,### Atmospheric Pressure Effects,189,226,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_004,000-gazetteer_depth-sickness.md,### Sensory Deprivation & Circadian Disruption,152,188,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_005,000-gazetteer_depth-sickness.md,"### Stage 1: Mild Onset (1500-1700m, Days 1-5)",133,170,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_006,000-gazetteer_depth-sickness.md,"### Stage 2: Moderate Progression (1700-2000m, Days 6-14)",174,210,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_007,000-gazetteer_depth-sickness.md,### Stage 3: Severe Crisis (>2000m or prolonged exposure at 1700-2000m),211,248,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_008,000-gazetteer_depth-sickness.md,### BEFORE — Pre-Expedition Screening & Preparation,159,196,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_009,000-gazetteer_depth-sickness.md,### DURING — Active Symptom Monitoring & Escalation Response,223,260,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_010,000-gazetteer_depth-sickness.md,### AFTER — Post-Expedition Decompression & Recovery,144,180,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_011,000-gazetteer_depth-sickness.md,### Svartalfheim Black Veins (Primary Documentation Source),146,183,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_012,000-gazetteer_depth-sickness.md,### Dvergr Clans — Genetic Adaptation & Pressure Tolerance,166,202,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_013,000-gazetteer_depth-sickness.md,### Jötun-Readers — Medical Research & Acclimation Protocol Development,172,209,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_014,000-gazetteer_depth-sickness.md,## §7: Research Priorities & Open Questions,205,241,18.0,18.0,,
domain_entity,000-gazetteer_depth-sickness.md#chunk_015,000-gazetteer_depth-sickness.md,## §8: Document History,150,187,18.0,18.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_001,000-gazetteer_gleipnir-containment-pens.md,# 🦴 The Gleipnir Containment Pens (The Mad God's Zoo),124,158,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_002,000-gazetteer_gleipnir-containment-pens.md,### 1.1 Location and Topography,308,341,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_003,000-gazetteer_gleipnir-containment-pens.md,### 2.1 Original Purpose and Strategic Context,161,195,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_004,000-gazetteer_gleipnir-containment-pens.md,### 2.2 Fenrir-Pattern Specifications,182,215,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_005,000-gazetteer_gleipnir-containment-pens.md,### 3.1 H-Hour Event Sequence,270,304,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_006,000-gazetteer_gleipnir-containment-pens.md,### 4.1 Resident Threats,244,278,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_007,000-gazetteer_gleipnir-containment-pens.md,### 5.1 Genetic Archive Recovery,201,235,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_008,000-gazetteer_gleipnir-containment-pens.md,### 6.1 Grove-Clans: Shameful Legacy and Protective Custody,366,400,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_009,000-gazetteer_gleipnir-containment-pens.md,## VII. Operational Protocols: Field Card,354,388,16.0,16.0,,
domain_entity,000-gazetteer_gleipnir-containment-pens.md#chunk_010,000-gazetteer_gleipnir-containment-pens.md,## VIII. Document History,149,183,16.0,16.0,,
domain_entity,000-gazetteer_loki-protocol-suppressed-warning.md#chunk_001,000-gazetteer_loki-protocol-suppressed-warning.md,# L.O.K.I. Protocol: The Suppressed Warning (Pre-Glitch Diagnostic System),31,65,18.0,15.0,,
domain_entity,000-gazetteer_loki-protocol-suppressed-warning.md#chunk_002,000-gazetteer_loki-protocol-suppressed-warning.md,## Summary,253,287,18.0,15.0,,
domain_entity,000-gazetteer_loki-protocol-suppressed-warning.md#chunk_003,000-gazetteer_loki-protocol-suppressed-warning.md,### 1.2 Critical Discovery: The Paradox Warning,159,193,18.0,15.0,,
domain_entity,000-gazetteer_loki-protocol-suppressed-warning.md#chunk_004,000-gazetteer_loki-protocol-suppressed-warning.md,### 1.3 The Jörmungandr Counter-Rune Deployment,860,894,18.0,15.0,,
domain_entity,000-gazetteer_project-gungnir.md#chunk_001,000-gazetteer_project-gungnir.md,# Project Gungnir: The All-Rune Development (Pre-Glitch Research Initiative),31,65,18.0,15.0,,
domain_entity,000-gazetteer_project-gungnir.md#chunk_002,000-gazetteer_project-gungnir.md,## Summary,491,525,18.0,15.0,,
domain_entity,000-gazetteer_project-gungnir.md#chunk_003,000-gazetteer_project-gungnir.md,### 2.1 All-Rune Activation (Cycle 001 Year 783 PG),331,365,18.0,15.0,,
domain_entity,000-gazetteer_project-gungnir.md#chunk_004,000-gazetteer_project-gungnir.md,### 3.2 Unresolved Questions,343,377,18.0,15.0,,
domain_entity,000-gazetteer_project-gungnir.md#chunk_005,000-gazetteer_project-gungnir.md,## V. Document History,148,182,18.0,15.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_001,000-resources_argentum-nexus-silver-cord.md,# I. Document Metadata (Header Block),153,193,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_002,000-resources_argentum-nexus-silver-cord.md,## II. Outline of Sections (Layer 3 discipline),197,237,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_003,000-resources_argentum-nexus-silver-cord.md,### 1.1 Purpose,910,950,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_004,000-resources_argentum-nexus-silver-cord.md,### 2.4 Physical Interface Assembly (Command Throne),85,126,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_005,000-resources_argentum-nexus-silver-cord.md,### 3.1 Operator State Validation,670,711,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_006,000-resources_argentum-nexus-silver-cord.md,### 4.3 Handshake and Stabilization,130,170,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_007,000-resources_argentum-nexus-silver-cord.md,### 4.4 First‑Sensation Protocol,128,169,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_008,000-resources_argentum-nexus-silver-cord.md,### 5.1 Combat Envelope (Einherjar),495,535,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_009,000-resources_argentum-nexus-silver-cord.md,### 6.1 Draugr's Echo (Cognitive Feedback),180,221,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_010,000-resources_argentum-nexus-silver-cord.md,### 6.2 Frayed Cord (Partial Severance),161,201,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_011,000-resources_argentum-nexus-silver-cord.md,### 6.3 Data‑Wraith Intrusion (External Data‑Ghost),347,387,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_012,000-resources_argentum-nexus-silver-cord.md,### 6.6 Psychic Stress Accumulation (Weight of Knowing),504,544,16.0,23.0,,
domain_entity,000-resources_argentum-nexus-silver-cord.md#chunk_013,000-resources_argentum-nexus-silver-cord.md,### 8.1 Yggdrasil Blackout (Hard Sever),796,837,16.0,23.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_001,000-resources_comprehensive-glossary.md,# Document Metadata,58,91,16.0,15.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_002,000-resources_comprehensive-glossary.md,## A - Core Terms,845,877,16.0,15.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_003,000-resources_comprehensive-glossary.md,## I - Iron and Identity,93,126,16.0,15.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_004,000-resources_comprehensive-glossary.md,## J - Jötun and Journey,438,470,16.0,15.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_005,000-resources_comprehensive-glossary.md,## R - Realms and Runes,157,189,16.0,15.0,,
domain_entity,000-resources_comprehensive-glossary.md#chunk_006,000-resources_comprehensive-glossary.md,## S - Seidr and Silence,315,348,16.0,15.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_001,000-resources_dead-light-sanctuary-chain.md,# Document Metadata,153,191,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_002,000-resources_dead-light-sanctuary-chain.md,# 2.0 Evidence Base & Operational History,144,182,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_003,000-resources_dead-light-sanctuary-chain.md,## 3.1 Cell Design Standards,205,243,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_004,000-resources_dead-light-sanctuary-chain.md,## 3.2 Cell Types and Variants,339,377,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_005,000-resources_dead-light-sanctuary-chain.md,## 4.2 Pre-Hop Preparation (Inside Sanctuary Cell),195,232,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_006,000-resources_dead-light-sanctuary-chain.md,## 4.3 Hop Execution (Between Cells),206,244,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_007,000-resources_dead-light-sanctuary-chain.md,## 4.4 Arrival and Post-Hop Recovery (Inside Next Cell),510,548,16.0,20.0,,
domain_entity,000-resources_dead-light-sanctuary-chain.md#chunk_008,000-resources_dead-light-sanctuary-chain.md,# 7.0 Factional Perspectives and Operational Doctrines,301,339,16.0,20.0,,
domain_entity,000-resources_gazetteer-of-asgard.md#chunk_001,000-resources_gazetteer-of-asgard.md,# Document Metadata,231,262,15.0,15.0,,
domain_entity,000-resources_gazetteer-of-asgard.md#chunk_002,000-resources_gazetteer-of-asgard.md,### 1.1.A Structural Envelope (Class A-Δ Orbital Platform),861,893,15.0,15.0,,
domain_entity,000-resources_gazetteer-of-asgard.md#chunk_003,000-resources_gazetteer-of-asgard.md,### 1.3.A Ginnungagap Labs (Forge of the Un‑Rune),893,924,15.0,15.0,,
domain_entity,000-resources_gazetteer-of-asgard.md#chunk_004,000-resources_gazetteer-of-asgard.md,## 4.2 Epicenter of Paradox: Heimdallr's Gate (The Heimdallr Signal),393,425,15.0,15.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_001,000-resources_grey-towers-scriptorium.md,# I. Document Metadata,159,192,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_002,000-resources_grey-towers-scriptorium.md,## 1.0 Executive Abstract,868,900,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_003,000-resources_grey-towers-scriptorium.md,### 3.3 Interior Program: Sterility Before Speed,859,891,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_004,000-resources_grey-towers-scriptorium.md,### 5.1 Collection: Salvage and Observation,397,430,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_005,000-resources_grey-towers-scriptorium.md,### 6.1 Scriptorium‑Primus (Grey Tower) — Capital Node,221,253,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_006,000-resources_grey-towers-scriptorium.md,### 6.2 Scriptorium‑Secundus (Asgardian Corridor) — Logistics and Materials,154,187,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_007,000-resources_grey-towers-scriptorium.md,### 6.3 Scriptorium‑Tertius (Midgard Combine Belt) — Field Pathology,247,279,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_008,000-resources_grey-towers-scriptorium.md,### 6.5 Scriptorium‑Quintus (Svartalfheim Veins) — Inert‑Medium Foundry,847,880,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_009,000-resources_grey-towers-scriptorium.md,### 8.2 Cognitive Hazards (Entities and Phenomena),336,369,19.0,13.0,,
domain_entity,000-resources_grey-towers-scriptorium.md#chunk_010,000-resources_grey-towers-scriptorium.md,### 10.1 Protocol Checklists,234,266,19.0,13.0,,
domain_entity,000-resources_meta-layer1-style-guide.md#chunk_001,000-resources_meta-layer1-style-guide.md,# I. Document Metadata,889,928,19.0,19.0,,
domain_entity,000-resources_meta-layer1-style-guide.md#chunk_002,000-resources_meta-layer1-style-guide.md,### 7.3 Metaphor Bounds,465,504,19.0,19.0,,
domain_entity,000-resources_scriptorium-record-manual.md#chunk_001,000-resources_scriptorium-record-manual.md,"# The Scriptorium Record Manual: Retention, Authoring, and Custody",119,157,16.0,20.0,,
domain_entity,000-resources_scriptorium-record-manual.md#chunk_002,000-resources_scriptorium-record-manual.md,## 1.0 Scope and Definitions,859,897,16.0,20.0,,
domain_entity,000-resources_scriptorium-record-manual.md#chunk_003,000-resources_scriptorium-record-manual.md,### 3.1 Field Creation: Start the Chain Aloud,903,941,16.0,20.0,,
domain_entity,000-resources_scriptorium-record-manual.md#chunk_004,000-resources_scriptorium-record-manual.md,## 5.0 The Fifth Canon — Ethical Calculus of the Great Work,906,943,16.0,20.0,,
domain_entity,000-resources_scriptorium-record-manual.md#chunk_005,000-resources_scriptorium-record-manual.md,### 7.2 Handling and Sanitization — What May Be Seen,910,947,16.0,20.0,,
domain_entity,000-resources_tri-council.md#chunk_001,000-resources_tri-council.md,# Document Metadata,269,310,16.0,24.0,,
domain_entity,000-resources_tri-council.md#chunk_002,000-resources_tri-council.md,## 1.0 Purpose and Mandate,146,188,16.0,24.0,,
domain_entity,000-resources_tri-council.md#chunk_003,000-resources_tri-council.md,## 2.0 Legal Powers and Instruments,165,206,16.0,24.0,,
domain_entity,000-resources_tri-council.md#chunk_004,000-resources_tri-council.md,## 3.0 Composition and Roles (Bloc Functions),222,263,16.0,24.0,,
domain_entity,000-resources_tri-council.md#chunk_005,000-resources_tri-council.md,## 5.0 The Tri‑Council at H‑Hour (Final Roster and Status),741,782,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_001,000-resources_wall-and-the-spear.md,# The Wall and the Spear: A Huskarl's Primer to the Defense of the Hold,208,249,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_002,000-resources_wall-and-the-spear.md,### 1.1: The Wall Breathes,711,752,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_003,000-resources_wall-and-the-spear.md,#### 1.2.1 The Fang and the Hoof – The Beasts,332,374,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_004,000-resources_wall-and-the-spear.md,#### 1.2.2 The Iron and the Cold – The Undying,219,261,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_005,000-resources_wall-and-the-spear.md,#### 1.2.3 The Whisper and the Static – The Blight,452,494,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_006,000-resources_wall-and-the-spear.md,### 2.1: The Watchman's Burden – The Price of Sight,266,308,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_007,000-resources_wall-and-the-spear.md,#### The Eye's Witness - What the Dark Reveals,204,245,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_008,000-resources_wall-and-the-spear.md,#### The Ear's Counsel - What the Silence Hides,275,317,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_009,000-resources_wall-and-the-spear.md,### 2.3: The Marked Path – A Language of Scars,282,323,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_010,000-resources_wall-and-the-spear.md,### 3.1: The Sun-Gate – The Mouth,257,299,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_011,000-resources_wall-and-the-spear.md,### 3.2: The Old Ruin – The Weakest Link,171,213,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_012,000-resources_wall-and-the-spear.md,### 3.3: The Murder Holes & Fire-Pits,218,260,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_013,000-resources_wall-and-the-spear.md,### 3.4: The Barrowmounds – The Sleepless Graves,213,254,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_014,000-resources_wall-and-the-spear.md,### 3.5: The Rune-Wardens – The Silent Shields,205,247,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_015,000-resources_wall-and-the-spear.md,### 4.1: Against the Hammer – The Svin-fylking,178,219,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_016,000-resources_wall-and-the-spear.md,### 4.2: Against the Knife – The Ash-Vargr,262,304,16.0,24.0,,
domain_entity,000-resources_wall-and-the-spear.md#chunk_017,000-resources_wall-and-the-spear.md,## Afterword,146,188,16.0,24.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_001,000-resources_witness-mark-protocols.md,# Witness Mark Protocols — Documentation Standards for Consent Substitution & Operational Attestation,29,70,18.0,22.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_002,000-resources_witness-mark-protocols.md,## 1.0 Purpose and Scope,284,325,18.0,22.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_003,000-resources_witness-mark-protocols.md,### 3.1 Consent Substitution Marks,143,183,18.0,22.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_004,000-resources_witness-mark-protocols.md,### 3.2 Neutral Attestation Marks (Witness Pairs),912,952,18.0,22.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_005,000-resources_witness-mark-protocols.md,### 6.3 Batch Recording (Field Expeditions),898,938,18.0,22.0,,
domain_entity,000-resources_witness-mark-protocols.md#chunk_006,000-resources_witness-mark-protocols.md,### 10.3 Dvergr Guilds,166,206,18.0,22.0,,
domain_entity,000-wbdc_blight-weaver-interdiction.md#chunk_001,000-wbdc_blight-weaver-interdiction.md,# Blight-Weaver Interdiction — Seidĸkona Reality-Warping Incident & Grove-Clan Response,222,256,16.0,16.0,,
domain_entity,000-wbdc_blight-weaver-interdiction.md#chunk_002,000-wbdc_blight-weaver-interdiction.md,### BACKGROUND,232,266,16.0,16.0,,
domain_entity,000-wbdc_blight-weaver-interdiction.md#chunk_003,000-wbdc_blight-weaver-interdiction.md,### INCIDENT TIMELINE,923,956,16.0,16.0,,
domain_entity,000-wbdc_blight-weaver-interdiction.md#chunk_004,000-wbdc_blight-weaver-interdiction.md,### INCIDENT TIMELINE,590,624,16.0,16.0,,
domain_entity,000-wbdc_iron-bane-reconnaissance.md#chunk_001,000-wbdc_iron-bane-reconnaissance.md,# Iron-Bane Reconnaissance Operation — Hostile Infiltration Attempt,114,145,16.0,14.0,,
domain_entity,000-wbdc_iron-bane-reconnaissance.md#chunk_002,000-wbdc_iron-bane-reconnaissance.md,### TIMELINE,325,356,16.0,14.0,,
domain_entity,000-wbdc_iron-bane-reconnaissance.md#chunk_003,000-wbdc_iron-bane-reconnaissance.md,### VERBAL EXCHANGE (Transcribed),276,308,16.0,14.0,,
domain_entity,000-wbdc_iron-bane-reconnaissance.md#chunk_004,000-wbdc_iron-bane-reconnaissance.md,### GROVE-CLAN THREAT ASSESSMENT,325,356,16.0,14.0,,
