chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Corpus,Domain,Entity,Authority,Relationships,Section
000-gazetteer_gleipnir-containment-pens.md#chunk_014,000-gazetteer_gleipnir-containment-pens.md,VII. Operational Protocols: Field Card,354,439,6,16,16,10,18,15.0
000-gazetteer_gleipnir-containment-pens.md#chunk_015,000-gazetteer_gleipnir-containment-pens.md,VIII. Document History,149,231,6,16,16,10,18,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_001,000-gazetteer_loki-protocol-suppressed-warning.md,(none),42,105,6,18,15,10,11,
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_002,000-gazetteer_loki-protocol-suppressed-warning.md,Summary,135,208,6,18,15,10,11,10.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_003,000-gazetteer_loki-protocol-suppressed-warning.md,1.1 Core Purpose,118,193,6,18,15,10,11,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_004,000-gazetteer_loki-protocol-suppressed-warning.md,1.2 Critical Discovery: The Paradox Warning,159,239,6,18,15,10,11,16.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_005,000-gazetteer_loki-protocol-suppressed-warning.md,1.3 The Jörmungandr Counter-Rune Deployment,145,223,6,18,15,10,11,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_006,000-gazetteer_loki-protocol-suppressed-warning.md,2.1 Current Location and Preservation,85,163,6,18,15,10,11,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_007,000-gazetteer_loki-protocol-suppressed-warning.md,2.2 Jötun-Reader Research Priority,66,143,6,18,15,10,11,14.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_008,000-gazetteer_loki-protocol-suppressed-warning.md,2.3 Counter-Rune Paradox,100,175,6,18,15,10,11,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_009,000-gazetteer_loki-protocol-suppressed-warning.md,3.1 L.O.K.I. as Failed Safeguard,119,197,6,18,15,10,11,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_010,000-gazetteer_loki-protocol-suppressed-warning.md,3.2 Vanir Infiltration Hypothesis,113,189,6,18,15,10,11,14.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_011,000-gazetteer_loki-protocol-suppressed-warning.md,IV. Philosophical Implications,106,182,6,18,15,10,11,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_012,000-gazetteer_loki-protocol-suppressed-warning.md,V. Change Log,123,198,6,18,15,10,11,13.0
000-gazetteer_project-gungnir.md#chunk_001,000-gazetteer_project-gungnir.md,(none),42,106,6,18,15,10,13,
000-gazetteer_project-gungnir.md#chunk_002,000-gazetteer_project-gungnir.md,Summary,159,234,6,18,15,10,13,10.0
000-gazetteer_project-gungnir.md#chunk_003,000-gazetteer_project-gungnir.md,1.1 Strategic Motivation,114,191,6,18,15,10,13,13.0
000-gazetteer_project-gungnir.md#chunk_004,000-gazetteer_project-gungnir.md,1.2 Research Facilities,109,185,6,18,15,10,13,13.0
000-gazetteer_project-gungnir.md#chunk_005,000-gazetteer_project-gungnir.md,1.3 All-Rune Specifications,107,184,6,18,15,10,13,13.0
000-gazetteer_project-gungnir.md#chunk_006,000-gazetteer_project-gungnir.md,2.1 All-Rune Activation (Cycle 001 Year 783 PG),188,271,6,18,15,10,13,19.0
000-gazetteer_project-gungnir.md#chunk_007,000-gazetteer_project-gungnir.md,2.2 Jörmungandr Counter-Rune Activation,88,166,6,18,15,10,13,14.0
000-gazetteer_project-gungnir.md#chunk_008,000-gazetteer_project-gungnir.md,3.1 The Paradox Core,54,132,6,18,15,10,13,14.0
000-gazetteer_project-gungnir.md#chunk_009,000-gazetteer_project-gungnir.md,3.2 Unresolved Questions,170,247,6,18,15,10,13,13.0
000-gazetteer_project-gungnir.md#chunk_010,000-gazetteer_project-gungnir.md,4.1 Ginnungagap Labs Post-Glitch,53,131,6,18,15,10,13,14.0
000-gazetteer_project-gungnir.md#chunk_011,000-gazetteer_project-gungnir.md,4.2 Jötun-Reader Research Priority,65,143,6,18,15,10,13,14.0
000-gazetteer_project-gungnir.md#chunk_012,000-gazetteer_project-gungnir.md,4.3 Strategic Implications,54,131,6,18,15,10,13,13.0
000-gazetteer_project-gungnir.md#chunk_013,000-gazetteer_project-gungnir.md,V. Document History,148,224,6,18,15,10,13,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_001,000-resources_argentum-nexus-silver-cord.md,(none),161,228,6,16,23,10,10,
000-resources_argentum-nexus-silver-cord.md#chunk_002,000-resources_argentum-nexus-silver-cord.md,II. Outline of Sections (Layer 3 discipline),197,283,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_003,000-resources_argentum-nexus-silver-cord.md,1.1 Purpose,128,208,6,16,23,10,10,11.0
000-resources_argentum-nexus-silver-cord.md#chunk_004,000-resources_argentum-nexus-silver-cord.md,1.2 Scope,97,176,6,16,23,10,10,11.0
000-resources_argentum-nexus-silver-cord.md#chunk_005,000-resources_argentum-nexus-silver-cord.md,1.3 Audience and Roles,126,208,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_006,000-resources_argentum-nexus-silver-cord.md,1.4 Definitions (Operational),105,185,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_007,000-resources_argentum-nexus-silver-cord.md,1.5 Safety Doctrine,96,176,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_008,000-resources_argentum-nexus-silver-cord.md,1.6 Success Criteria and Abort Conditions,80,165,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_009,000-resources_argentum-nexus-silver-cord.md,2.1 Functional Summary,91,171,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_010,000-resources_argentum-nexus-silver-cord.md,2.2 Identity Coherence Mesh (Mannaz + Othala),98,184,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_011,000-resources_argentum-nexus-silver-cord.md,2.3 Network Integration (Manifold + O.D.I.N.),85,170,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_012,000-resources_argentum-nexus-silver-cord.md,2.4 Physical Interface Assembly (Command Throne),85,170,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_013,000-resources_argentum-nexus-silver-cord.md,3.1 Operator State Validation,133,215,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_014,000-resources_argentum-nexus-silver-cord.md,3.2 Conditioning and Directive Recitation,114,197,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_015,000-resources_argentum-nexus-silver-cord.md,3.3 Command Throne Inspection,126,208,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_016,000-resources_argentum-nexus-silver-cord.md,3.4 Environment and Warding Stack,114,197,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_017,000-resources_argentum-nexus-silver-cord.md,4.1 Seating and Lock,94,176,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_018,000-resources_argentum-nexus-silver-cord.md,4.2 Nexus Activation,87,167,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_019,000-resources_argentum-nexus-silver-cord.md,4.3 Handshake and Stabilization,130,211,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_020,000-resources_argentum-nexus-silver-cord.md,4.4 First‑Sensation Protocol,128,209,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_021,000-resources_argentum-nexus-silver-cord.md,5.1 Combat Envelope (Einherjar),148,230,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_022,000-resources_argentum-nexus-silver-cord.md,5.2 Terraformer / Industrial Envelope (J.T.N. Long‑Duty),115,201,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_023,000-resources_argentum-nexus-silver-cord.md,5.3 Networked Coordination (Squad‑Mesh),114,196,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_024,000-resources_argentum-nexus-silver-cord.md,5.4 Archival Coupling (Valhalla),117,198,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_025,000-resources_argentum-nexus-silver-cord.md,6.1 Draugr's Echo (Cognitive Feedback),180,263,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_026,000-resources_argentum-nexus-silver-cord.md,6.2 Frayed Cord (Partial Severance),161,244,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_027,000-resources_argentum-nexus-silver-cord.md,6.3 Data‑Wraith Intrusion (External Data‑Ghost),144,227,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_028,000-resources_argentum-nexus-silver-cord.md,6.4 Runic Power Core Instability (Anvil's Whisper),120,206,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_029,000-resources_argentum-nexus-silver-cord.md,6.5 Theoretical Paradox Event (Reference Only),81,166,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_030,000-resources_argentum-nexus-silver-cord.md,6.6 Psychic Stress Accumulation (Weight of Knowing),133,219,6,16,23,10,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_031,000-resources_argentum-nexus-silver-cord.md,7.1 Ports and Seals,91,172,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_032,000-resources_argentum-nexus-silver-cord.md,7.2 Synapse Arrays,72,153,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_033,000-resources_argentum-nexus-silver-cord.md,7.3 Protocol Tables (Rune Kernel),59,143,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_034,000-resources_argentum-nexus-silver-cord.md,7.4 Archival Integrity (Valhalla Coupling),93,176,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_035,000-resources_argentum-nexus-silver-cord.md,7.5 Documentation and Audit,53,135,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_036,000-resources_argentum-nexus-silver-cord.md,8.1 Yggdrasil Blackout (Hard Sever),132,215,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_037,000-resources_argentum-nexus-silver-cord.md,8.2 Emergency Local Cut‑Outs,122,204,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_038,000-resources_argentum-nexus-silver-cord.md,8.3 Post‑Incident Diagnostics and Recovery Posture,113,197,6,16,23,10,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_039,000-resources_argentum-nexus-silver-cord.md,8.4 Notifications and Governance,105,187,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_040,000-resources_argentum-nexus-silver-cord.md,9.1 Authority and Clearances,62,144,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_041,000-resources_argentum-nexus-silver-cord.md,9.2 Consent and Archival Rights,67,150,6,16,23,10,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_042,000-resources_argentum-nexus-silver-cord.md,9.3 Prohibited Practices,81,162,6,16,23,10,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_043,000-resources_argentum-nexus-silver-cord.md,9.4 Audit and Enforcement,66,148,6,16,23,10,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_044,000-resources_argentum-nexus-silver-cord.md,9.5 Ethical Posture,45,126,6,16,23,10,10,13.0
000-resources_comprehensive-glossary.md#chunk_001,000-resources_comprehensive-glossary.md,(none),67,148,6,16,15,10,31,
000-resources_comprehensive-glossary.md#chunk_002,000-resources_comprehensive-glossary.md,A - Core Terms,291,386,6,16,15,10,31,14.0
000-resources_comprehensive-glossary.md#chunk_003,000-resources_comprehensive-glossary.md,B - Beings and Beasts,122,218,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_004,000-resources_comprehensive-glossary.md,C - Cants and Communication,74,170,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_005,000-resources_comprehensive-glossary.md,D - Depths and Dökkálfar,102,198,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_006,000-resources_comprehensive-glossary.md,E - Energy and Echoes,89,185,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_007,000-resources_comprehensive-glossary.md,F - Factions and Forces,70,166,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_008,000-resources_comprehensive-glossary.md,G - Glitch and God,94,191,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_009,000-resources_comprehensive-glossary.md,I - Iron and Identity,93,189,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_010,000-resources_comprehensive-glossary.md,J - Jötun and Journey,137,234,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_011,000-resources_comprehensive-glossary.md,L - Layers and Light,68,165,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_012,000-resources_comprehensive-glossary.md,M - Machines and Mystics,92,188,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_013,000-resources_comprehensive-glossary.md,N - Niflheim and Norms,89,185,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_014,000-resources_comprehensive-glossary.md,O - O.D.I.N. and Order,49,145,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_015,000-resources_comprehensive-glossary.md,R - Realms and Runes,157,253,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_016,000-resources_comprehensive-glossary.md,S - Seidr and Silence,136,232,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_017,000-resources_comprehensive-glossary.md,T - Trail and Thrall,83,179,6,16,15,10,31,15.0
000-resources_comprehensive-glossary.md#chunk_018,000-resources_comprehensive-glossary.md,V - Vanaheim and Valleys,96,192,6,16,15,10,31,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_001,000-resources_dead-light-sanctuary-chain.md,(none),323,396,6,16,20,10,18,
000-resources_dead-light-sanctuary-chain.md#chunk_002,000-resources_dead-light-sanctuary-chain.md,3.1 Cell Design Standards,205,292,6,16,20,10,18,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_003,000-resources_dead-light-sanctuary-chain.md,3.2 Cell Types and Variants,195,283,6,16,20,10,18,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_004,000-resources_dead-light-sanctuary-chain.md,3.3 Cell Numbering and Identification,80,169,6,16,20,10,18,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_005,000-resources_dead-light-sanctuary-chain.md,4.1 Hop Navigation Concept,70,157,6,16,20,10,18,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_006,000-resources_dead-light-sanctuary-chain.md,4.2 Pre-Hop Preparation (Inside Sanctuary Cell),195,284,6,16,20,10,18,16.0
000-resources_dead-light-sanctuary-chain.md#chunk_007,000-resources_dead-light-sanctuary-chain.md,4.3 Hop Execution (Between Cells),206,295,6,16,20,10,18,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_008,000-resources_dead-light-sanctuary-chain.md,4.4 Arrival and Post-Hop Recovery (Inside Next Cell),153,245,6,16,20,10,18,19.0
000-resources_dead-light-sanctuary-chain.md#chunk_009,000-resources_dead-light-sanctuary-chain.md,5.1 Inspection and Recertification Schedule,119,208,6,16,20,10,18,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_010,000-resources_dead-light-sanctuary-chain.md,5.2 Supply Management,83,169,6,16,20,10,18,13.0
000-resources_dead-light-sanctuary-chain.md#chunk_011,000-resources_dead-light-sanctuary-chain.md,6.1 Minimum Team Composition,67,154,6,16,20,10,18,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_012,000-resources_dead-light-sanctuary-chain.md,6.2 Certification Requirements,370,456,6,16,20,10,18,13.0
000-resources_dead-light-sanctuary-chain.md#chunk_013,000-resources_dead-light-sanctuary-chain.md,Revision History,46,131,6,16,20,10,18,11.0
000-resources_gazetteer-of-asgard.md#chunk_001,000-resources_gazetteer-of-asgard.md,(none),169,240,6,15,15,10,23,
000-resources_gazetteer-of-asgard.md#chunk_002,000-resources_gazetteer-of-asgard.md,1.1 Designation: Primary Administration and Orbital Monitoring Spire,78,169,6,15,15,10,23,19.0
000-resources_gazetteer-of-asgard.md#chunk_003,000-resources_gazetteer-of-asgard.md,1.1.A Structural Envelope (Class A-Δ Orbital Platform),166,256,6,15,15,10,23,18.0
000-resources_gazetteer-of-asgard.md#chunk_004,000-resources_gazetteer-of-asgard.md,1.1.B Materials and Surface Phenotype,122,209,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_005,000-resources_gazetteer-of-asgard.md,1.1.C Environmental Isolation Stack,84,170,6,15,15,10,23,14.0
000-resources_gazetteer-of-asgard.md#chunk_006,000-resources_gazetteer-of-asgard.md,1.1.D Access Topology (Pre-Fall),87,172,6,15,15,10,23,14.0
000-resources_gazetteer-of-asgard.md#chunk_007,000-resources_gazetteer-of-asgard.md,"1.1.E Functional Ethos (Instrument, not City)",59,148,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_008,000-resources_gazetteer-of-asgard.md,1.2 Governance Nexus: The O.D.I.N. Protocol,48,136,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_009,000-resources_gazetteer-of-asgard.md,"1.2.A Distributed Cognition, Singular Collapse Point",98,187,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_010,000-resources_gazetteer-of-asgard.md,1.2.B Hlidskjalf Command Spire (All‑Seeing Eye),88,176,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_011,000-resources_gazetteer-of-asgard.md,1.2.C Odin-Core (Black Box Substrate),106,193,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_012,000-resources_gazetteer-of-asgard.md,1.3.A Ginnungagap Labs (Forge of the Un‑Rune),94,184,6,15,15,10,23,18.0
000-resources_gazetteer-of-asgard.md#chunk_013,000-resources_gazetteer-of-asgard.md,1.3.B Heimdallr's Gate (Master Terminus),63,150,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_014,000-resources_gazetteer-of-asgard.md,1.3.C Argentum‑Nexus (Identity Coherence Mesh),48,135,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_015,000-resources_gazetteer-of-asgard.md,1.3.D Valhalla Contingency (Cold Archive Regime),91,179,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_016,000-resources_gazetteer-of-asgard.md,2.1 The Ginnungagap Glitch (H‑Hour + 0.01 Picoseconds),106,197,6,15,15,10,23,19.0
000-resources_gazetteer-of-asgard.md#chunk_017,000-resources_gazetteer-of-asgard.md,2.2 The Odin Cascade,79,165,6,15,15,10,23,14.0
000-resources_gazetteer-of-asgard.md#chunk_018,000-resources_gazetteer-of-asgard.md,2.3 The Bifrost Catastrophe (H‑Hour + 0.04 Picoseconds),79,170,6,15,15,10,23,19.0
000-resources_gazetteer-of-asgard.md#chunk_019,000-resources_gazetteer-of-asgard.md,2.4 The Great Fall (H‑Hour + 0.05 Picoseconds to T+24 Hours),88,183,6,15,15,10,23,23.0
000-resources_gazetteer-of-asgard.md#chunk_020,000-resources_gazetteer-of-asgard.md,"3.1 A Pristine, Malevolent Tomb",101,188,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_021,000-resources_gazetteer-of-asgard.md,3.2 Urban Morphology and Systems Residua,102,191,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_022,000-resources_gazetteer-of-asgard.md,4.1 Primary Threat: The Genius Loci (The Mad God in the Walls),66,162,6,15,15,10,23,24.0
000-resources_gazetteer-of-asgard.md#chunk_023,000-resources_gazetteer-of-asgard.md,4.2 Epicenter of Paradox: Heimdallr's Gate (The Heimdallr Signal),79,171,6,15,15,10,23,20.0
000-resources_gazetteer-of-asgard.md#chunk_024,000-resources_gazetteer-of-asgard.md,4.3 Automated Security (Undying Guardians),131,218,6,15,15,10,23,15.0
000-resources_gazetteer-of-asgard.md#chunk_025,000-resources_gazetteer-of-asgard.md,5.1 Primary Objective: The Odin-Core (The Blueprint of Failure),76,169,6,15,15,10,23,20.0
000-resources_gazetteer-of-asgard.md#chunk_026,000-resources_gazetteer-of-asgard.md,5.2 Secondary Data Objectives (Tiered Targets),32,120,6,15,15,10,23,16.0
000-resources_gazetteer-of-asgard.md#chunk_027,000-resources_gazetteer-of-asgard.md,5.3 Ethical Burden and Governance (Hall of Arguments Protocols),83,175,6,15,15,10,23,20.0
000-resources_grey-towers-scriptorium.md#chunk_001,000-resources_grey-towers-scriptorium.md,(none),165,241,6,19,13,10,27,
000-resources_grey-towers-scriptorium.md#chunk_002,000-resources_grey-towers-scriptorium.md,1.0 Executive Abstract,416,505,6,19,13,10,27,13.0
000-resources_grey-towers-scriptorium.md#chunk_003,000-resources_grey-towers-scriptorium.md,2.1 Layer 1 (Myth): The Grey Towers,96,191,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_004,000-resources_grey-towers-scriptorium.md,2.2 Layer 2 (Scholastic): Fortress‑Laboratories of Diagnosis,88,183,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_005,000-resources_grey-towers-scriptorium.md,2.3 Layer 3 (Technical): Mimir‑Class Survivals Under Sterility Law,94,192,6,19,13,10,27,20.0
000-resources_grey-towers-scriptorium.md#chunk_006,000-resources_grey-towers-scriptorium.md,3.0 Design Pattern and Site Morphology,67,161,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_007,000-resources_grey-towers-scriptorium.md,3.1 Pre‑Glitch Substrate: Selection for Survivability,45,139,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_008,000-resources_grey-towers-scriptorium.md,3.2 Defensive Envelope: Concentric Containments,59,152,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_009,000-resources_grey-towers-scriptorium.md,3.3 Interior Program: Sterility Before Speed,163,257,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_010,000-resources_grey-towers-scriptorium.md,3.4 Environmental Controls: Attenuate the Medium,68,162,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_011,000-resources_grey-towers-scriptorium.md,"3.5 Regional Variants: Pattern, Then Adaptation",65,158,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_012,000-resources_grey-towers-scriptorium.md,4.0 Governance and Order of Battle,70,163,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_013,000-resources_grey-towers-scriptorium.md,4.1 Authority Stack: Councils Over Thrones,84,178,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_014,000-resources_grey-towers-scriptorium.md,4.2 Corps and Ranks: A Meritocracy of the Mind,106,204,6,19,13,10,27,20.0
000-resources_grey-towers-scriptorium.md#chunk_015,000-resources_grey-towers-scriptorium.md,"4.3 Policy Instruments: Law, Not Habit",79,172,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_016,000-resources_grey-towers-scriptorium.md,4.4 Command and Control: The Thinking Sword,102,197,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_017,000-resources_grey-towers-scriptorium.md,4.5 Accountability and Review,71,162,6,19,13,10,27,14.0
000-resources_grey-towers-scriptorium.md#chunk_018,000-resources_grey-towers-scriptorium.md,5.0 Operations Doctrine,46,136,6,19,13,10,27,13.0
000-resources_grey-towers-scriptorium.md#chunk_019,000-resources_grey-towers-scriptorium.md,5.1 Collection: Salvage and Observation,124,217,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_020,000-resources_grey-towers-scriptorium.md,5.2 Containment: Sterile Fields and Inert Media,100,195,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_021,000-resources_grey-towers-scriptorium.md,5.3 Signal Handling: Heimdallr and Cognitive Hazards,76,171,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_022,000-resources_grey-towers-scriptorium.md,5.4 Ethics: The Burden of Knowing,96,189,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_023,000-resources_grey-towers-scriptorium.md,6.1 Scriptorium‑Primus (Grey Tower) — Capital Node,221,315,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_024,000-resources_grey-towers-scriptorium.md,6.2 Scriptorium‑Secundus (Asgardian Corridor) — Logistics and Materials,154,250,6,19,13,10,27,19.0
000-resources_grey-towers-scriptorium.md#chunk_025,000-resources_grey-towers-scriptorium.md,6.3 Scriptorium‑Tertius (Midgard Combine Belt) — Field Pathology,128,224,6,19,13,10,27,19.0
000-resources_grey-towers-scriptorium.md#chunk_026,000-resources_grey-towers-scriptorium.md,6.4 Scriptorium‑Quartus (Niflheim Route) — Environmental Hazards,118,213,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_027,000-resources_grey-towers-scriptorium.md,6.5 Scriptorium‑Quintus (Svartalfheim Veins) — Inert‑Medium Foundry,130,224,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_028,000-resources_grey-towers-scriptorium.md,6.6 Scriptorium‑Hex (Bifrost Periphery) — Signal‑Tamer Hub,115,210,6,19,13,10,27,18.0
000-resources_grey-towers-scriptorium.md#chunk_029,000-resources_grey-towers-scriptorium.md,7.1 The Grand Library Complex,91,183,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_030,000-resources_grey-towers-scriptorium.md,7.2 Loki Archive (restricted),79,170,6,19,13,10,27,14.0
000-resources_grey-towers-scriptorium.md#chunk_031,000-resources_grey-towers-scriptorium.md,7.3 Silent Rooms,96,185,6,19,13,10,27,13.0
000-resources_grey-towers-scriptorium.md#chunk_032,000-resources_grey-towers-scriptorium.md,7.4 Codex Bureau,54,144,6,19,13,10,27,13.0
000-resources_grey-towers-scriptorium.md#chunk_033,000-resources_grey-towers-scriptorium.md,7.5 Forge of Knowing (Rúnasmiðr Facilities),53,146,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_034,000-resources_grey-towers-scriptorium.md,7.6 Signal‑Tamer Cells,66,156,6,19,13,10,27,13.0
000-resources_grey-towers-scriptorium.md#chunk_035,000-resources_grey-towers-scriptorium.md,8.0 Threat Taxonomy and Posture,41,133,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_036,000-resources_grey-towers-scriptorium.md,8.1 Zealot Hostility (Human Adversaries),119,211,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_037,000-resources_grey-towers-scriptorium.md,8.2 Cognitive Hazards (Entities and Phenomena),107,201,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_038,000-resources_grey-towers-scriptorium.md,8.3 Political Friction (Ideological and Diplomatic),89,183,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_039,000-resources_grey-towers-scriptorium.md,8.4 Internal Ethical Risk (Procedural Drift),74,167,6,19,13,10,27,16.0
000-resources_grey-towers-scriptorium.md#chunk_040,000-resources_grey-towers-scriptorium.md,8.5 Posture States (Network‑Wide Modes),65,157,6,19,13,10,27,15.0
000-resources_grey-towers-scriptorium.md#chunk_041,000-resources_grey-towers-scriptorium.md,10.1 Protocol Checklists,130,219,6,19,13,10,27,13.0
