chunk_id,doc_filename,section_heading,tokens_raw,tokens_enriched,Corpus,Domain,Entity,Authority,Section
000-gazetteer_gleipnir-containment-pens.md#chunk_014,000-gazetteer_gleipnir-containment-pens.md,VII. Operational Protocols: Field Card,354,421,6,16,16,10,15.0
000-gazetteer_gleipnir-containment-pens.md#chunk_015,000-gazetteer_gleipnir-containment-pens.md,VIII. Document History,149,213,6,16,16,10,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_001,000-gazetteer_loki-protocol-suppressed-warning.md,(none),42,93,6,18,15,10,
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_002,000-gazetteer_loki-protocol-suppressed-warning.md,Summary,135,196,6,18,15,10,10.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_003,000-gazetteer_loki-protocol-suppressed-warning.md,1.1 Core Purpose,118,182,6,18,15,10,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_004,000-gazetteer_loki-protocol-suppressed-warning.md,1.2 Critical Discovery: The Paradox Warning,159,227,6,18,15,10,16.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_005,000-gazetteer_loki-protocol-suppressed-warning.md,1.3 The Jörmungandr Counter-Rune Deployment,145,211,6,18,15,10,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_006,000-gazetteer_loki-protocol-suppressed-warning.md,2.1 Current Location and Preservation,85,152,6,18,15,10,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_007,000-gazetteer_loki-protocol-suppressed-warning.md,2.2 Jötun-Reader Research Priority,66,131,6,18,15,10,14.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_008,000-gazetteer_loki-protocol-suppressed-warning.md,2.3 Counter-Rune Paradox,100,163,6,18,15,10,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_009,000-gazetteer_loki-protocol-suppressed-warning.md,3.1 L.O.K.I. as Failed Safeguard,119,185,6,18,15,10,15.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_010,000-gazetteer_loki-protocol-suppressed-warning.md,3.2 Vanir Infiltration Hypothesis,113,178,6,18,15,10,14.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_011,000-gazetteer_loki-protocol-suppressed-warning.md,IV. Philosophical Implications,106,170,6,18,15,10,13.0
000-gazetteer_loki-protocol-suppressed-warning.md#chunk_012,000-gazetteer_loki-protocol-suppressed-warning.md,V. Change Log,123,187,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_001,000-gazetteer_project-gungnir.md,(none),42,93,6,18,15,10,
000-gazetteer_project-gungnir.md#chunk_002,000-gazetteer_project-gungnir.md,Summary,159,221,6,18,15,10,10.0
000-gazetteer_project-gungnir.md#chunk_003,000-gazetteer_project-gungnir.md,1.1 Strategic Motivation,114,178,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_004,000-gazetteer_project-gungnir.md,1.2 Research Facilities,109,172,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_005,000-gazetteer_project-gungnir.md,1.3 All-Rune Specifications,107,171,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_006,000-gazetteer_project-gungnir.md,2.1 All-Rune Activation (Cycle 001 Year 783 PG),188,258,6,18,15,10,19.0
000-gazetteer_project-gungnir.md#chunk_007,000-gazetteer_project-gungnir.md,2.2 Jörmungandr Counter-Rune Activation,88,153,6,18,15,10,14.0
000-gazetteer_project-gungnir.md#chunk_008,000-gazetteer_project-gungnir.md,3.1 The Paradox Core,54,119,6,18,15,10,14.0
000-gazetteer_project-gungnir.md#chunk_009,000-gazetteer_project-gungnir.md,3.2 Unresolved Questions,170,234,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_010,000-gazetteer_project-gungnir.md,4.1 Ginnungagap Labs Post-Glitch,53,118,6,18,15,10,14.0
000-gazetteer_project-gungnir.md#chunk_011,000-gazetteer_project-gungnir.md,4.2 Jötun-Reader Research Priority,65,130,6,18,15,10,14.0
000-gazetteer_project-gungnir.md#chunk_012,000-gazetteer_project-gungnir.md,4.3 Strategic Implications,54,118,6,18,15,10,13.0
000-gazetteer_project-gungnir.md#chunk_013,000-gazetteer_project-gungnir.md,V. Document History,148,211,6,18,15,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_001,000-resources_argentum-nexus-silver-cord.md,(none),161,218,6,16,23,10,
000-resources_argentum-nexus-silver-cord.md#chunk_002,000-resources_argentum-nexus-silver-cord.md,II. Outline of Sections (Layer 3 discipline),197,273,6,16,23,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_003,000-resources_argentum-nexus-silver-cord.md,1.1 Purpose,128,197,6,16,23,10,11.0
000-resources_argentum-nexus-silver-cord.md#chunk_004,000-resources_argentum-nexus-silver-cord.md,1.2 Scope,97,166,6,16,23,10,11.0
000-resources_argentum-nexus-silver-cord.md#chunk_005,000-resources_argentum-nexus-silver-cord.md,1.3 Audience and Roles,126,197,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_006,000-resources_argentum-nexus-silver-cord.md,1.4 Definitions (Operational),105,175,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_007,000-resources_argentum-nexus-silver-cord.md,1.5 Safety Doctrine,96,166,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_008,000-resources_argentum-nexus-silver-cord.md,1.6 Success Criteria and Abort Conditions,80,154,6,16,23,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_009,000-resources_argentum-nexus-silver-cord.md,2.1 Functional Summary,91,161,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_010,000-resources_argentum-nexus-silver-cord.md,2.2 Identity Coherence Mesh (Mannaz + Othala),98,174,6,16,23,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_011,000-resources_argentum-nexus-silver-cord.md,2.3 Network Integration (Manifold + O.D.I.N.),85,159,6,16,23,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_012,000-resources_argentum-nexus-silver-cord.md,2.4 Physical Interface Assembly (Command Throne),85,159,6,16,23,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_013,000-resources_argentum-nexus-silver-cord.md,3.1 Operator State Validation,133,205,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_014,000-resources_argentum-nexus-silver-cord.md,3.2 Conditioning and Directive Recitation,114,187,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_015,000-resources_argentum-nexus-silver-cord.md,3.3 Command Throne Inspection,126,197,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_016,000-resources_argentum-nexus-silver-cord.md,3.4 Environment and Warding Stack,114,187,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_017,000-resources_argentum-nexus-silver-cord.md,4.1 Seating and Lock,94,166,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_018,000-resources_argentum-nexus-silver-cord.md,4.2 Nexus Activation,87,157,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_019,000-resources_argentum-nexus-silver-cord.md,4.3 Handshake and Stabilization,130,201,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_020,000-resources_argentum-nexus-silver-cord.md,4.4 First‑Sensation Protocol,128,198,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_021,000-resources_argentum-nexus-silver-cord.md,5.1 Combat Envelope (Einherjar),148,219,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_022,000-resources_argentum-nexus-silver-cord.md,5.2 Terraformer / Industrial Envelope (J.T.N. Long‑Duty),115,191,6,16,23,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_023,000-resources_argentum-nexus-silver-cord.md,5.3 Networked Coordination (Squad‑Mesh),114,185,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_024,000-resources_argentum-nexus-silver-cord.md,5.4 Archival Coupling (Valhalla),117,188,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_025,000-resources_argentum-nexus-silver-cord.md,6.1 Draugr's Echo (Cognitive Feedback),180,253,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_026,000-resources_argentum-nexus-silver-cord.md,6.2 Frayed Cord (Partial Severance),161,234,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_027,000-resources_argentum-nexus-silver-cord.md,6.3 Data‑Wraith Intrusion (External Data‑Ghost),144,217,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_028,000-resources_argentum-nexus-silver-cord.md,6.4 Runic Power Core Instability (Anvil's Whisper),120,196,6,16,23,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_029,000-resources_argentum-nexus-silver-cord.md,6.5 Theoretical Paradox Event (Reference Only),81,156,6,16,23,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_030,000-resources_argentum-nexus-silver-cord.md,6.6 Psychic Stress Accumulation (Weight of Knowing),133,209,6,16,23,10,18.0
000-resources_argentum-nexus-silver-cord.md#chunk_031,000-resources_argentum-nexus-silver-cord.md,7.1 Ports and Seals,91,162,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_032,000-resources_argentum-nexus-silver-cord.md,7.2 Synapse Arrays,72,143,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_033,000-resources_argentum-nexus-silver-cord.md,7.3 Protocol Tables (Rune Kernel),59,132,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_034,000-resources_argentum-nexus-silver-cord.md,7.4 Archival Integrity (Valhalla Coupling),93,166,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_035,000-resources_argentum-nexus-silver-cord.md,7.5 Documentation and Audit,53,124,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_036,000-resources_argentum-nexus-silver-cord.md,8.1 Yggdrasil Blackout (Hard Sever),132,205,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_037,000-resources_argentum-nexus-silver-cord.md,8.2 Emergency Local Cut‑Outs,122,193,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_038,000-resources_argentum-nexus-silver-cord.md,8.3 Post‑Incident Diagnostics and Recovery Posture,113,187,6,16,23,10,16.0
000-resources_argentum-nexus-silver-cord.md#chunk_039,000-resources_argentum-nexus-silver-cord.md,8.4 Notifications and Governance,105,176,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_040,000-resources_argentum-nexus-silver-cord.md,9.1 Authority and Clearances,62,133,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_041,000-resources_argentum-nexus-silver-cord.md,9.2 Consent and Archival Rights,67,140,6,16,23,10,15.0
000-resources_argentum-nexus-silver-cord.md#chunk_042,000-resources_argentum-nexus-silver-cord.md,9.3 Prohibited Practices,81,152,6,16,23,10,13.0
000-resources_argentum-nexus-silver-cord.md#chunk_043,000-resources_argentum-nexus-silver-cord.md,9.4 Audit and Enforcement,66,137,6,16,23,10,14.0
000-resources_argentum-nexus-silver-cord.md#chunk_044,000-resources_argentum-nexus-silver-cord.md,9.5 Ethical Posture,45,115,6,16,23,10,13.0
000-resources_comprehensive-glossary.md#chunk_001,000-resources_comprehensive-glossary.md,(none),67,117,6,16,15,10,
000-resources_comprehensive-glossary.md#chunk_002,000-resources_comprehensive-glossary.md,A - Core Terms,291,354,6,16,15,10,14.0
000-resources_comprehensive-glossary.md#chunk_003,000-resources_comprehensive-glossary.md,B - Beings and Beasts,122,187,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_004,000-resources_comprehensive-glossary.md,C - Cants and Communication,74,139,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_005,000-resources_comprehensive-glossary.md,D - Depths and Dökkálfar,102,167,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_006,000-resources_comprehensive-glossary.md,E - Energy and Echoes,89,154,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_007,000-resources_comprehensive-glossary.md,F - Factions and Forces,70,135,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_008,000-resources_comprehensive-glossary.md,G - Glitch and God,94,159,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_009,000-resources_comprehensive-glossary.md,I - Iron and Identity,93,158,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_010,000-resources_comprehensive-glossary.md,J - Jötun and Journey,137,202,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_011,000-resources_comprehensive-glossary.md,L - Layers and Light,68,133,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_012,000-resources_comprehensive-glossary.md,M - Machines and Mystics,92,157,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_013,000-resources_comprehensive-glossary.md,N - Niflheim and Norms,89,154,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_014,000-resources_comprehensive-glossary.md,O - O.D.I.N. and Order,49,114,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_015,000-resources_comprehensive-glossary.md,R - Realms and Runes,157,222,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_016,000-resources_comprehensive-glossary.md,S - Seidr and Silence,136,201,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_017,000-resources_comprehensive-glossary.md,T - Trail and Thrall,83,148,6,16,15,10,15.0
000-resources_comprehensive-glossary.md#chunk_018,000-resources_comprehensive-glossary.md,V - Vanaheim and Valleys,96,161,6,16,15,10,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_001,000-resources_dead-light-sanctuary-chain.md,(none),323,378,6,16,20,10,
000-resources_dead-light-sanctuary-chain.md#chunk_002,000-resources_dead-light-sanctuary-chain.md,3.1 Cell Design Standards,205,274,6,16,20,10,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_003,000-resources_dead-light-sanctuary-chain.md,3.2 Cell Types and Variants,195,265,6,16,20,10,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_004,000-resources_dead-light-sanctuary-chain.md,3.3 Cell Numbering and Identification,80,150,6,16,20,10,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_005,000-resources_dead-light-sanctuary-chain.md,4.1 Hop Navigation Concept,70,139,6,16,20,10,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_006,000-resources_dead-light-sanctuary-chain.md,4.2 Pre-Hop Preparation (Inside Sanctuary Cell),195,266,6,16,20,10,16.0
000-resources_dead-light-sanctuary-chain.md#chunk_007,000-resources_dead-light-sanctuary-chain.md,4.3 Hop Execution (Between Cells),206,276,6,16,20,10,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_008,000-resources_dead-light-sanctuary-chain.md,4.4 Arrival and Post-Hop Recovery (Inside Next Cell),153,227,6,16,20,10,19.0
000-resources_dead-light-sanctuary-chain.md#chunk_009,000-resources_dead-light-sanctuary-chain.md,5.1 Inspection and Recertification Schedule,119,189,6,16,20,10,15.0
000-resources_dead-light-sanctuary-chain.md#chunk_010,000-resources_dead-light-sanctuary-chain.md,5.2 Supply Management,83,150,6,16,20,10,13.0
000-resources_dead-light-sanctuary-chain.md#chunk_011,000-resources_dead-light-sanctuary-chain.md,6.1 Minimum Team Composition,67,136,6,16,20,10,14.0
000-resources_dead-light-sanctuary-chain.md#chunk_012,000-resources_dead-light-sanctuary-chain.md,6.2 Certification Requirements,370,438,6,16,20,10,13.0
000-resources_dead-light-sanctuary-chain.md#chunk_013,000-resources_dead-light-sanctuary-chain.md,Revision History,46,113,6,16,20,10,11.0
000-resources_gazetteer-of-asgard.md#chunk_001,000-resources_gazetteer-of-asgard.md,(none),169,217,6,15,15,10,
000-resources_gazetteer-of-asgard.md#chunk_002,000-resources_gazetteer-of-asgard.md,1.1 Designation: Primary Administration and Orbital Monitoring Spire,78,145,6,15,15,10,19.0
000-resources_gazetteer-of-asgard.md#chunk_003,000-resources_gazetteer-of-asgard.md,1.1.A Structural Envelope (Class A-Δ Orbital Platform),166,232,6,15,15,10,18.0
000-resources_gazetteer-of-asgard.md#chunk_004,000-resources_gazetteer-of-asgard.md,1.1.B Materials and Surface Phenotype,122,185,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_005,000-resources_gazetteer-of-asgard.md,1.1.C Environmental Isolation Stack,84,146,6,15,15,10,14.0
000-resources_gazetteer-of-asgard.md#chunk_006,000-resources_gazetteer-of-asgard.md,1.1.D Access Topology (Pre-Fall),87,149,6,15,15,10,14.0
000-resources_gazetteer-of-asgard.md#chunk_007,000-resources_gazetteer-of-asgard.md,"1.1.E Functional Ethos (Instrument, not City)",59,124,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_008,000-resources_gazetteer-of-asgard.md,1.2 Governance Nexus: The O.D.I.N. Protocol,48,113,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_009,000-resources_gazetteer-of-asgard.md,"1.2.A Distributed Cognition, Singular Collapse Point",98,163,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_010,000-resources_gazetteer-of-asgard.md,1.2.B Hlidskjalf Command Spire (All‑Seeing Eye),88,153,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_011,000-resources_gazetteer-of-asgard.md,1.2.C Odin-Core (Black Box Substrate),106,170,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_012,000-resources_gazetteer-of-asgard.md,1.3.A Ginnungagap Labs (Forge of the Un‑Rune),94,161,6,15,15,10,18.0
000-resources_gazetteer-of-asgard.md#chunk_013,000-resources_gazetteer-of-asgard.md,1.3.B Heimdallr's Gate (Master Terminus),63,127,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_014,000-resources_gazetteer-of-asgard.md,1.3.C Argentum‑Nexus (Identity Coherence Mesh),48,111,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_015,000-resources_gazetteer-of-asgard.md,1.3.D Valhalla Contingency (Cold Archive Regime),91,156,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_016,000-resources_gazetteer-of-asgard.md,2.1 The Ginnungagap Glitch (H‑Hour + 0.01 Picoseconds),106,174,6,15,15,10,19.0
000-resources_gazetteer-of-asgard.md#chunk_017,000-resources_gazetteer-of-asgard.md,2.2 The Odin Cascade,79,141,6,15,15,10,14.0
000-resources_gazetteer-of-asgard.md#chunk_018,000-resources_gazetteer-of-asgard.md,2.3 The Bifrost Catastrophe (H‑Hour + 0.04 Picoseconds),79,146,6,15,15,10,19.0
000-resources_gazetteer-of-asgard.md#chunk_019,000-resources_gazetteer-of-asgard.md,2.4 The Great Fall (H‑Hour + 0.05 Picoseconds to T+24 Hours),88,159,6,15,15,10,23.0
000-resources_gazetteer-of-asgard.md#chunk_020,000-resources_gazetteer-of-asgard.md,"3.1 A Pristine, Malevolent Tomb",101,165,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_021,000-resources_gazetteer-of-asgard.md,3.2 Urban Morphology and Systems Residua,102,167,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_022,000-resources_gazetteer-of-asgard.md,4.1 Primary Threat: The Genius Loci (The Mad God in the Walls),66,139,6,15,15,10,24.0
000-resources_gazetteer-of-asgard.md#chunk_023,000-resources_gazetteer-of-asgard.md,4.2 Epicenter of Paradox: Heimdallr's Gate (The Heimdallr Signal),79,148,6,15,15,10,20.0
000-resources_gazetteer-of-asgard.md#chunk_024,000-resources_gazetteer-of-asgard.md,4.3 Automated Security (Undying Guardians),131,195,6,15,15,10,15.0
000-resources_gazetteer-of-asgard.md#chunk_025,000-resources_gazetteer-of-asgard.md,5.1 Primary Objective: The Odin-Core (The Blueprint of Failure),76,145,6,15,15,10,20.0
000-resources_gazetteer-of-asgard.md#chunk_026,000-resources_gazetteer-of-asgard.md,5.2 Secondary Data Objectives (Tiered Targets),32,97,6,15,15,10,16.0
000-resources_gazetteer-of-asgard.md#chunk_027,000-resources_gazetteer-of-asgard.md,5.3 Ethical Burden and Governance (Hall of Arguments Protocols),83,152,6,15,15,10,20.0
000-resources_grey-towers-scriptorium.md#chunk_001,000-resources_grey-towers-scriptorium.md,(none),165,214,6,19,13,10,
000-resources_grey-towers-scriptorium.md#chunk_002,000-resources_grey-towers-scriptorium.md,1.0 Executive Abstract,416,478,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_003,000-resources_grey-towers-scriptorium.md,2.1 Layer 1 (Myth): The Grey Towers,96,163,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_004,000-resources_grey-towers-scriptorium.md,2.2 Layer 2 (Scholastic): Fortress‑Laboratories of Diagnosis,88,156,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_005,000-resources_grey-towers-scriptorium.md,2.3 Layer 3 (Technical): Mimir‑Class Survivals Under Sterility Law,94,165,6,19,13,10,20.0
000-resources_grey-towers-scriptorium.md#chunk_006,000-resources_grey-towers-scriptorium.md,3.0 Design Pattern and Site Morphology,67,133,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_007,000-resources_grey-towers-scriptorium.md,3.1 Pre‑Glitch Substrate: Selection for Survivability,45,111,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_008,000-resources_grey-towers-scriptorium.md,3.2 Defensive Envelope: Concentric Containments,59,124,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_009,000-resources_grey-towers-scriptorium.md,3.3 Interior Program: Sterility Before Speed,163,230,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_010,000-resources_grey-towers-scriptorium.md,3.4 Environmental Controls: Attenuate the Medium,68,135,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_011,000-resources_grey-towers-scriptorium.md,"3.5 Regional Variants: Pattern, Then Adaptation",65,131,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_012,000-resources_grey-towers-scriptorium.md,4.0 Governance and Order of Battle,70,136,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_013,000-resources_grey-towers-scriptorium.md,4.1 Authority Stack: Councils Over Thrones,84,150,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_014,000-resources_grey-towers-scriptorium.md,4.2 Corps and Ranks: A Meritocracy of the Mind,106,176,6,19,13,10,20.0
000-resources_grey-towers-scriptorium.md#chunk_015,000-resources_grey-towers-scriptorium.md,"4.3 Policy Instruments: Law, Not Habit",79,145,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_016,000-resources_grey-towers-scriptorium.md,4.4 Command and Control: The Thinking Sword,102,170,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_017,000-resources_grey-towers-scriptorium.md,4.5 Accountability and Review,71,135,6,19,13,10,14.0
000-resources_grey-towers-scriptorium.md#chunk_018,000-resources_grey-towers-scriptorium.md,5.0 Operations Doctrine,46,109,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_019,000-resources_grey-towers-scriptorium.md,5.1 Collection: Salvage and Observation,124,189,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_020,000-resources_grey-towers-scriptorium.md,5.2 Containment: Sterile Fields and Inert Media,100,167,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_021,000-resources_grey-towers-scriptorium.md,5.3 Signal Handling: Heimdallr and Cognitive Hazards,76,144,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_022,000-resources_grey-towers-scriptorium.md,5.4 Ethics: The Burden of Knowing,96,162,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_023,000-resources_grey-towers-scriptorium.md,6.1 Scriptorium‑Primus (Grey Tower) — Capital Node,221,288,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_024,000-resources_grey-towers-scriptorium.md,6.2 Scriptorium‑Secundus (Asgardian Corridor) — Logistics and Materials,154,223,6,19,13,10,19.0
000-resources_grey-towers-scriptorium.md#chunk_025,000-resources_grey-towers-scriptorium.md,6.3 Scriptorium‑Tertius (Midgard Combine Belt) — Field Pathology,128,197,6,19,13,10,19.0
000-resources_grey-towers-scriptorium.md#chunk_026,000-resources_grey-towers-scriptorium.md,6.4 Scriptorium‑Quartus (Niflheim Route) — Environmental Hazards,118,185,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_027,000-resources_grey-towers-scriptorium.md,6.5 Scriptorium‑Quintus (Svartalfheim Veins) — Inert‑Medium Foundry,130,197,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_028,000-resources_grey-towers-scriptorium.md,6.6 Scriptorium‑Hex (Bifrost Periphery) — Signal‑Tamer Hub,115,183,6,19,13,10,18.0
000-resources_grey-towers-scriptorium.md#chunk_029,000-resources_grey-towers-scriptorium.md,7.1 The Grand Library Complex,91,156,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_030,000-resources_grey-towers-scriptorium.md,7.2 Loki Archive (restricted),79,143,6,19,13,10,14.0
000-resources_grey-towers-scriptorium.md#chunk_031,000-resources_grey-towers-scriptorium.md,7.3 Silent Rooms,96,158,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_032,000-resources_grey-towers-scriptorium.md,7.4 Codex Bureau,54,117,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_033,000-resources_grey-towers-scriptorium.md,7.5 Forge of Knowing (Rúnasmiðr Facilities),53,119,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_034,000-resources_grey-towers-scriptorium.md,7.6 Signal‑Tamer Cells,66,128,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_035,000-resources_grey-towers-scriptorium.md,8.0 Threat Taxonomy and Posture,41,106,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_036,000-resources_grey-towers-scriptorium.md,8.1 Zealot Hostility (Human Adversaries),119,184,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_037,000-resources_grey-towers-scriptorium.md,8.2 Cognitive Hazards (Entities and Phenomena),107,174,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_038,000-resources_grey-towers-scriptorium.md,8.3 Political Friction (Ideological and Diplomatic),89,156,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_039,000-resources_grey-towers-scriptorium.md,8.4 Internal Ethical Risk (Procedural Drift),74,140,6,19,13,10,16.0
000-resources_grey-towers-scriptorium.md#chunk_040,000-resources_grey-towers-scriptorium.md,8.5 Posture States (Network‑Wide Modes),65,130,6,19,13,10,15.0
000-resources_grey-towers-scriptorium.md#chunk_041,000-resources_grey-towers-scriptorium.md,10.1 Protocol Checklists,130,192,6,19,13,10,13.0
000-resources_grey-towers-scriptorium.md#chunk_042,000-resources_grey-towers-scriptorium.md,10.2 Node Contacts and Escalation Paths,104,170,6,19,13,10,16.0
000-resources_meta-layer1-style-guide.md#chunk_001,000-resources_meta-layer1-style-guide.md,(none),72,128,6,19,19,10,
000-resources_meta-layer1-style-guide.md#chunk_002,000-resources_meta-layer1-style-guide.md,Preface,66,132,6,19,19,10,10.0
000-resources_meta-layer1-style-guide.md#chunk_003,000-resources_meta-layer1-style-guide.md,1.0 Core Philosophy: The Unbroken Facade,74,146,6,19,19,10,16.0
000-resources_meta-layer1-style-guide.md#chunk_004,000-resources_meta-layer1-style-guide.md,2.0 Voice and Narrative Style (The Collective Voice),32,107,6,19,19,10,19.0
